JOB_ID,IN_TS(KB),IN_DR,IN_COST($),OUT_TS_PLANNED(KB),OUTPUT_TS_ACTUAL(KB),OUT_DR,OUT_COST($),TOTAL_COST($)
90,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
91,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
92,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
93,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
94,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
95,52428800,IFTD_OC (4203),1.0,52428800,52428800,OFTD_IC (4204),0.5,1.5
96,52428800,IFTD_IC (4202),0.5,52428800,52428800,OFTD_IC (4204),0.5,1.0
97,52428800,IFTD_IC (4202),0.5,52428800,52428800,OFTD_IC (4204),0.5,1.0
98,52428800,IFTD_IC (4202),0.5,52428800,52428800,OFTD_IC (4204),0.5,1.0
99,52428800,IFTD_IC (4202),0.5,52428800,52428800,OFTD_IC (4204),0.5,1.0
100,52428800,IFTD_IC (4202),0.5,52428800,52428800,OFTD_IC (4204),0.5,1.0
