CLOCK,# SC,# SFO,ST_SIZE (KB),ST_COST ($),NET-IN (KB),NET-OUT (KB),NET-CLOUD (KB),NET-IN_COST ($),NET-OUT_COST ($),NET-CLOUD_COST ($),NET_COST ($)
2520,1,21,19922944,1853.6,14680064,0,26214400,0.28,0.0,0.25,0.53
2580,1,21,20971520,1971.1,14680064,0,28311552,0.28,0.0,0.27,0.55
2640,1,21,20971520,2091.1,14680064,0,28311552,0.28,0.0,0.27,0.55
2700,1,21,22020096,2216.1,15728640,0,29360128,0.3,0.0,0.28,0.58
2760,1,22,22020096,2342.1,15728640,0,29360128,0.3,0.0,0.28,0.58
2820,1,24,22020096,2468.1,15728640,0,29360128,0.3,0.0,0.28,0.58
2880,1,24,22020096,2594.1,15728640,0,29360128,0.3,0.0,0.28,0.58
2940,1,25,23068672,2725.6,16777216,0,30408704,0.32,0.0,0.29,0.61
3000,1,25,25165824,2864.1,18874368,0,32505856,0.36,0.0,0.31,0.67
3060,1,26,26214400,3010.2,19922944,0,33554432,0.38,0.0,0.32,0.7
3120,1,26,26214400,3160.2,19922944,0,33554432,0.38,0.0,0.32,0.7
3180,1,27,27262976,3314.0,20971520,0,34603008,0.4,0.0,0.33,0.73
3240,1,27,27262976,3470.0,22020096,0,34603008,0.42,0.0,0.33,0.75
3300,1,27,28311552,3627.3,23068672,0,35651584,0.44,0.0,0.34,0.78
3360,1,28,28311552,3789.3,23068672,0,35651584,0.44,0.0,0.34,0.78
3420,1,29,28311552,3951.3,23068672,0,35651584,0.44,0.0,0.34,0.78
3480,1,29,29360128,4117.5,24117248,0,36700160,0.46,0.0,0.35,0.81
3540,1,30,29360128,4285.5,24117248,0,36700160,0.46,0.0,0.35,0.81
3600,1,30,30408704,4459.2,25165824,0,37748736,0.48,0.0,0.36,0.84
3660,1,31,31457280,4634.8,26214400,0,38797312,0.5,0.0,0.37,0.87
3720,1,32,31457280,4814.8,26214400,0,38797312,0.5,0.0,0.37,0.87
3780,1,32,32505856,4997.1,27262976,0,39845888,0.52,0.0,0.38,0.9
3840,1,33,33554432,5183.4,28311552,0,40894464,0.54,0.0,0.39,0.93
3900,1,34,33554432,5375.4,28311552,0,40894464,0.54,0.0,0.39,0.93
3960,1,35,33554432,5567.4,28311552,0,40894464,0.54,0.0,0.39,0.93
4020,1,35,35651584,5768.8,29360128,0,44040192,0.56,0.0,0.42,0.98
4080,1,35,35651584,5972.8,29360128,0,44040192,0.56,0.0,0.42,0.98
4140,1,35,36700160,6181.4,29360128,0,46137344,0.56,0.0,0.44,1.0
4200,1,36,36700160,6391.4,29360128,0,46137344,0.56,0.0,0.44,1.0
4260,1,36,36700160,6601.4,29360128,0,46137344,0.56,0.0,0.44,1.0
4320,1,37,36700160,6811.4,29360128,0,46137344,0.56,0.0,0.44,1.0
4380,1,39,37748736,7023.8,29360128,0,48234496,0.56,0.0,0.46,1.02
4440,1,39,37748736,7239.8,29360128,0,48234496,0.56,0.0,0.46,1.02
4500,1,39,39845888,7459.7,29360128,0,52428800,0.56,0.0,0.5,1.06
4560,1,40,40894464,7688.1,29360128,0,54525952,0.56,0.0,0.52,1.08
4620,1,40,40894464,7922.1,29360128,0,54525952,0.56,0.0,0.52,1.08
4680,1,40,41943040,8158.9,30408704,0,55574528,0.58,0.0,0.53,1.11
4740,1,40,41943040,8398.9,30408704,0,55574528,0.58,0.0,0.53,1.11
4800,1,42,41943040,8638.9,31457280,0,55574528,0.6,0.0,0.53,1.13
4860,1,42,41943040,8878.9,31457280,0,55574528,0.6,0.0,0.53,1.13
4920,1,42,42991616,9121.2,32505856,0,56623104,0.62,0.0,0.54,1.16
4980,1,43,44040192,9368.3,33554432,0,57671680,0.64,0.0,0.55,1.19
5040,1,44,44040192,9620.3,33554432,0,57671680,0.64,0.0,0.55,1.19
5100,1,45,45088768,9876.3,34603008,0,58720256,0.66,0.0,0.56,1.22
5160,1,45,46137344,10134.7,35651584,0,59768832,0.68,0.0,0.57,1.25
5220,1,45,46137344,10398.7,35651584,0,59768832,0.68,0.0,0.57,1.25
5280,1,46,47185920,10667.3,36700160,0,60817408,0.7,0.0,0.58,1.28
5340,1,47,47185920,10937.3,36700160,0,60817408,0.7,0.0,0.58,1.28
5400,1,48,48234496,11211.1,37748736,0,61865984,0.72,0.0,0.59,1.31
5460,1,48,49283072,11489.1,38797312,0,62914560,0.74,0.0,0.6,1.34
5520,1,48,49283072,11771.1,38797312,0,62914560,0.74,0.0,0.6,1.34
5580,1,49,50331648,12057.5,39845888,0,63963136,0.76,0.0,0.61,1.37
5640,1,50,50331648,12345.5,39845888,0,63963136,0.76,0.0,0.61,1.37
5700,1,51,51380224,12637.3,40894464,0,65011712,0.78,0.0,0.62,1.4
5760,1,51,52428800,12932.6,41943040,0,66060288,0.8,0.0,0.63,1.43
5820,1,51,52428800,13232.6,41943040,0,66060288,0.8,0.0,0.63,1.43
5880,1,53,53477376,13536.9,42991616,0,67108864,0.82,0.0,0.64,1.46
5940,1,53,53477376,13842.9,42991616,0,67108864,0.82,0.0,0.64,1.46
6000,1,54,55574528,14153.6,44040192,0,70254592,0.84,0.0,0.67,1.51
6060,1,54,55574528,14471.6,44040192,0,70254592,0.84,0.0,0.67,1.51
6120,1,54,56623104,14792.9,44040192,0,72351744,0.84,0.0,0.69,1.53
6180,1,55,56623104,15116.9,44040192,0,72351744,0.84,0.0,0.69,1.53
6240,1,55,56623104,15440.9,44040192,0,72351744,0.84,0.0,0.69,1.53
6300,1,56,56623104,15764.9,44040192,0,72351744,0.84,0.0,0.69,1.53
6360,1,58,56623104,16088.9,44040192,0,72351744,0.84,0.0,0.69,1.53
6420,1,58,57671680,16418.2,44040192,0,74448896,0.84,0.0,0.71,1.55
6480,1,58,58720256,16750.1,44040192,0,76546048,0.84,0.0,0.73,1.57
6540,1,59,59768832,17090.7,44040192,0,78643200,0.84,0.0,0.75,1.59
6600,1,59,60817408,17437.8,44040192,0,80740352,0.84,0.0,0.77,1.61
6660,1,59,61865984,17786.7,45088768,0,81788928,0.86,0.0,0.78,1.64
6720,1,59,61865984,18140.7,45088768,0,81788928,0.86,0.0,0.78,1.64
6780,1,61,61865984,18494.7,45088768,0,81788928,0.86,0.0,0.78,1.64
6840,1,62,61865984,18848.7,45088768,0,81788928,0.86,0.0,0.78,1.64
6900,1,62,62914560,19203.1,46137344,0,82837504,0.88,0.0,0.79,1.67
6960,1,63,63963136,19565.8,47185920,0,83886080,0.9,0.0,0.8,1.7
7020,1,64,65011712,19935.8,48234496,0,84934656,0.92,0.0,0.81,1.73
7080,1,64,66060288,20311.6,49283072,0,85983232,0.94,0.0,0.82,1.76
7140,1,64,67108864,20690.3,50331648,0,87031808,0.96,0.0,0.83,1.79
7200,1,66,67108864,21074.3,50331648,0,87031808,0.96,0.0,0.83,1.79
7260,1,66,67108864,21458.3,50331648,0,87031808,0.96,0.0,0.83,1.79
7320,1,67,68157440,21844.5,51380224,0,88080384,0.98,0.0,0.84,1.82
7380,1,67,69206016,22239.0,52428800,0,89128960,1.0,0.0,0.85,1.85
7440,1,68,69206016,22635.0,52428800,0,89128960,1.0,0.0,0.85,1.85
7500,1,68,70254592,23036.8,53477376,0,90177536,1.02,0.0,0.86,1.88
7560,1,69,71303168,23440.6,54525952,0,91226112,1.04,0.0,0.87,1.91
7620,1,69,71303168,23848.6,55574528,0,91226112,1.06,0.0,0.87,1.93
7680,1,69,72351744,24259.8,56623104,0,92274688,1.08,0.0,0.88,1.96
7740,1,70,72351744,24673.8,56623104,0,92274688,1.08,0.0,0.88,1.96
7800,1,71,72351744,25087.8,56623104,0,92274688,1.08,0.0,0.88,1.96
7860,1,72,73400320,25502.6,57671680,0,93323264,1.1,0.0,0.89,1.99
7920,1,72,73400320,25922.6,57671680,0,93323264,1.1,0.0,0.89,1.99
7980,1,73,75497472,26348.5,58720256,0,96468992,1.12,0.0,0.92,2.04
8040,1,73,75497472,26780.5,58720256,0,96468992,1.12,0.0,0.92,2.04
8100,1,73,76546048,27215.9,58720256,0,98566144,1.12,0.0,0.94,2.06
8160,1,74,76546048,27653.9,58720256,0,98566144,1.12,0.0,0.94,2.06
8220,1,74,76546048,28091.9,58720256,0,98566144,1.12,0.0,0.94,2.06
8280,1,75,76546048,28529.9,58720256,0,98566144,1.12,0.0,0.94,2.06
8340,1,75,76546048,28967.9,58720256,0,98566144,1.12,0.0,0.94,2.06
8400,1,77,77594624,29411.4,58720256,0,100663296,1.12,0.0,0.96,2.08
8460,1,77,78643200,29856.1,58720256,0,102760448,1.12,0.0,0.98,2.1
8520,1,78,79691776,30309.9,58720256,0,104857600,1.12,0.0,1.0,2.12
8580,1,78,80740352,30767.2,58720256,0,106954752,1.12,0.0,1.02,2.14
8640,1,78,80740352,31229.2,58720256,0,106954752,1.12,0.0,1.02,2.14
8700,1,78,81788928,31696.6,59768832,0,108003328,1.14,0.0,1.03,2.17
8760,1,80,81788928,32164.6,59768832,0,108003328,1.14,0.0,1.03,2.17
8820,1,81,81788928,32632.6,59768832,0,108003328,1.14,0.0,1.03,2.17
8880,1,81,81788928,33100.6,59768832,0,108003328,1.14,0.0,1.03,2.17
8940,1,82,82837504,33574.2,60817408,0,109051904,1.16,0.0,1.04,2.2
9000,1,82,84934656,34058.0,62914560,0,111149056,1.2,0.0,1.06,2.26
9060,1,83,84934656,34544.0,62914560,0,111149056,1.2,0.0,1.06,2.26
9120,1,83,85983232,35035.8,63963136,0,112197632,1.22,0.0,1.07,2.29
9180,1,84,87031808,35530.1,65011712,0,113246208,1.24,0.0,1.08,2.32
9240,1,85,87031808,36028.1,65011712,0,113246208,1.24,0.0,1.08,2.32
9300,1,85,88080384,36527.5,66060288,0,114294784,1.26,0.0,1.09,2.35
9360,1,86,89128960,37032.9,67108864,0,115343360,1.28,0.0,1.1,2.38
9420,1,87,89128960,37542.9,67108864,0,115343360,1.28,0.0,1.1,2.38
9480,1,87,90177536,38055.8,68157440,0,116391936,1.3,0.0,1.11,2.41
9540,1,88,90177536,38571.8,68157440,0,116391936,1.3,0.0,1.11,2.41
9600,1,88,91226112,39092.5,69206016,0,117440512,1.32,0.0,1.12,2.44
9660,1,89,92274688,39615.9,70254592,0,118489088,1.34,0.0,1.13,2.47
9720,1,90,92274688,40143.9,70254592,0,118489088,1.34,0.0,1.13,2.47
9780,1,90,93323264,40673.9,71303168,0,119537664,1.36,0.0,1.14,2.5
9840,1,92,93323264,41207.9,71303168,0,119537664,1.36,0.0,1.14,2.5
9900,1,92,94371840,41747.4,72351744,0,120586240,1.38,0.0,1.15,2.53
9960,1,93,95420416,42287.4,72351744,0,120586240,1.38,0.0,1.15,2.53
10020,1,93,96468992,42838.1,73400320,0,123731968,1.4,0.0,1.18,2.58
10080,1,93,97517568,43390.1,73400320,0,124780544,1.4,0.0,1.19,2.59
10140,1,93,97517568,43948.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10200,1,93,97517568,44506.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10260,1,94,97517568,45064.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10320,1,94,97517568,45622.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10380,1,95,97517568,46180.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10440,1,95,97517568,46738.1,73400320,0,126877696,1.4,0.0,1.21,2.61
10500,1,95,98566144,47301.7,73400320,0,128974848,1.4,0.0,1.23,2.63
10560,1,95,98566144,47865.7,73400320,0,128974848,1.4,0.0,1.23,2.63
