CL	ID	JN	ADR	IN	CPU	OUT	DL	VM	TG	TA	TS	TC	TD	RT	DF	ST
7677	74	job-74	232	103	60	69	220	29	7401	7401	7445	7677	276	232	-56	JOB_ST_COMPLETED (3004)
7767	75	job-75	232	103	60	69	220	30	7501	7501	7535	7767	266	232	-46	JOB_ST_COMPLETED (3004)
7862	76	job-76	198	69	60	69	320	27	7601	7601	7664	7862	261	198	59	JOB_ST_COMPLETED (3004)
7965	77	job-77	198	69	60	69	520	30	7701	7701	7767	7965	264	198	256	JOB_ST_COMPLETED (3004)
8060	78	job-78	198	69	60	69	580	27	7801	7801	7862	8060	259	198	321	JOB_ST_COMPLETED (3004)
8163	79	job-79	198	69	60	69	980	30	7901	7901	7965	8163	262	198	718	JOB_ST_COMPLETED (3004)
8258	80	job-80	198	69	60	69	980	27	8001	8001	8060	8258	257	198	723	JOB_ST_COMPLETED (3004)
8361	81	job-81	198	69	60	69	300	30	8101	8101	8163	8361	260	198	40	JOB_ST_COMPLETED (3004)
8490	82	job-82	232	103	60	69	600	27	8201	8201	8258	8490	289	232	311	JOB_ST_COMPLETED (3004)
8593	83	job-83	232	103	60	69	900	30	8301	8301	8361	8593	292	232	608	JOB_ST_COMPLETED (3004)
8722	84	job-84	232	103	60	69	550	27	8401	8401	8490	8722	321	232	229	JOB_ST_COMPLETED (3004)
8781	85	job-85	232	103	60	69	200	31	8501	8501	8549	8781	280	232	-80	JOB_ST_COMPLETED (3004)
8888	86	job-86	232	103	60	69	200	32	8601	8601	8656	8888	287	232	-87	JOB_ST_COMPLETED (3004)
8991	87	job-87	232	103	60	69	220	33	8701	8701	8759	8991	290	232	-70	JOB_ST_COMPLETED (3004)
9073	88	job-88	232	103	60	69	220	34	8801	8801	8841	9073	272	232	-52	JOB_ST_COMPLETED (3004)
9170	89	job-89	232	103	60	69	320	35	8901	8901	8938	9170	269	232	51	JOB_ST_COMPLETED (3004)
9305	90	job-90	232	103	60	69	320	34	9001	9001	9073	9305	304	232	16	JOB_ST_COMPLETED (3004)
9402	91	job-91	232	103	60	69	380	35	9101	9101	9170	9402	301	232	79	JOB_ST_COMPLETED (3004)
9456	92	job-92	151	103	48	0	380	34	9201	9201	9305	9456	255	151	125	JOB_ST_FAILED (3005)
9634	93	job-93	232	103	60	69	380	35	9301	9301	9402	9634	333	232	47	JOB_ST_COMPLETED (3004)
9688	94	job-94	232	103	60	69	220	36	9401	9401	9456	9688	287	232	-67	JOB_ST_COMPLETED (3004)
9790	95	job-95	232	103	60	69	220	37	9501	9501	9558	9790	289	232	-69	JOB_ST_COMPLETED (3004)
9832	96	job-96	198	69	60	69	320	35	9601	9601	9634	9832	231	198	89	JOB_ST_COMPLETED (3004)
9988	97	job-97	198	69	60	69	520	37	9701	9701	9790	9988	287	198	233	JOB_ST_COMPLETED (3004)
10030	98	job-98	198	69	60	69	580	35	9801	9801	9832	10030	229	198	351	JOB_ST_COMPLETED (3004)
10186	99	job-99	198	69	60	69	980	37	9901	9901	9988	10186	285	198	695	JOB_ST_COMPLETED (3004)
10228	100	job-100	198	69	60	69	980	35	10001	10001	10030	10228	227	198	753	JOB_ST_COMPLETED (3004)
