TY,ID,CR,TR,RG,PM,ST,CT,DT,DR,NF,VL(KB),CO($)
SFO,53,1,524288,Job-56,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5768,5837,10889,5052,252.6
SFO,54,1,524288,Job-57,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5943,6046,10889,4843,242.15
SFO,55,1,524288,Job-58,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6038,6141,10889,4748,237.4
SFO,56,1,524288,Job-61,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6272,6341,10889,4548,227.4
SFO,57,1,524288,Job-62,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6513,6616,10889,4273,213.65
SFO,58,1,524288,Job-59,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6530,6804,10889,4085,204.25
SFO,59,1,524288,Job-60,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6616,6890,10889,3999,199.95
SFO,60,1,524288,Job-64,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6711,6814,10889,4075,203.75
SFO,61,1,524288,Job-65,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6870,6973,10889,3916,195.8
SFO,62,1,524288,Job-68,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7006,7075,10889,3814,190.7
SFO,63,1,524288,Job-66,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7068,7171,10889,3718,185.9
SFO,64,1,524288,Job-69,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7101,7170,10889,3719,185.95
SFO,65,1,524288,Job-67,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7227,7330,10889,3559,177.95
SFO,66,1,524288,Job-70,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7238,7307,10889,3582,179.1
SFO,67,1,524288,Job-71,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7297,7366,10889,3523,176.15
SFO,68,1,524288,Job-72,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7424,7493,10889,3396,169.8
SFO,69,1,524288,Job-73,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7517,7586,10889,3303,165.15
SFO,70,1,524288,Job-74,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7619,7688,10889,3201,160.05
SFO,71,1,524288,Job-75,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7717,7786,10889,3103,155.15
SFO,72,1,524288,Job-76,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7766,7835,10889,3054,152.7
SFO,73,1,524288,Job-77,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7963,8066,10889,2823,141.15
SFO,74,1,524288,Job-78,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8039,8142,10889,2747,137.35
SFO,75,1,524288,Job-81,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8265,8334,10889,2555,127.75
SFO,76,1,524288,Job-79,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8510,8784,10889,2105,105.25
SFO,77,1,524288,Job-80,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8613,8887,10889,2002,100.1
SFO,78,1,524288,Job-85,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8700,8769,10889,2120,106.0
SFO,79,1,524288,Job-84,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8712,8815,10889,2074,103.7
SFO,80,1,524288,Job-83,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8835,9023,10889,1866,93.3
SFO,81,1,524288,Job-86,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8932,9001,10889,1888,94.4
SFO,82,1,524288,Job-88,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9013,9082,10889,1807,90.35
SFO,83,1,524288,Job-87,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9069,9172,10889,1717,85.85
SFO,84,1,524288,Job-89,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9098,9167,10889,1722,86.1
SFO,85,1,524288,Job-90,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9164,9233,10889,1656,82.8
SFO,86,1,524288,Job-91,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9311,9380,10889,1509,75.45
SFO,87,1,524288,Job-92,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9420,9489,10889,1400,70.0
SFO,88,1,524288,Job-93,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9513,9582,10889,1307,65.35
SFO,89,1,524288,Job-94,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9603,9672,10889,1217,60.85
SFO,90,1,524288,Job-95,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9722,9791,10889,1098,54.9
SFO,91,1,524288,Job-96,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9789,9858,10889,1031,51.55
SFO,92,1,524288,Job-97,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9948,10051,10889,838,41.9
SFO,93,1,524288,Job-98,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10062,10165,10889,724,36.2
SFO,94,1,524288,Job-99,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10525,10799,10889,90,4.5
SFO,95,1,524288,Job-100,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10614,10888,10889,1,0.05
