TY,ID,CR,TR,RG,PM,ST,CT,DT,DR,NF,VL(KB),CO($)
SFO,14,1,52428800,Job-15,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,45105,51932,325725,273793,1368965.0
SFO,15,1,52428800,Job-16,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,48175,55002,325725,270723,1353615.0
SFO,16,1,52428800,Job-17,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,58517,65344,325725,260381,1301905.0
SFO,17,1,52428800,Job-18,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,58607,65434,325725,260291,1301455.0
SFO,18,1,52428800,Job-19,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,58727,65554,325725,260171,1300855.0
SFO,19,1,52428800,Job-20,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,58819,65646,325725,260079,1300395.0
SFO,20,1,52428800,Job-21,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,61889,68716,325725,257009,1285045.0
SFO,21,1,52428800,Job-22,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,75644,82471,325725,243254,1216270.0
SFO,22,1,52428800,Job-23,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,75734,82561,325725,243164,1215820.0
SFO,23,1,52428800,Job-24,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,75854,82681,325725,243044,1215220.0
SFO,24,1,52428800,Job-25,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,75946,82773,325725,242952,1214760.0
SFO,25,1,52428800,Job-26,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,79016,85843,325725,239882,1199410.0
SFO,26,1,52428800,Job-27,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,92771,99598,325725,226127,1130635.0
SFO,27,1,52428800,Job-28,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,92861,99688,325725,226037,1130185.0
SFO,28,1,52428800,Job-30,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,93073,99900,325725,225825,1129125.0
SFO,29,1,52428800,Job-31,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,96143,102970,325725,222755,1113775.0
SFO,30,1,52428800,Job-34,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,103235,110062,325725,215663,1078315.0
SFO,31,1,52428800,Job-36,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,109857,116684,325725,209041,1045205.0
SFO,32,1,52428800,Job-32,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,109898,116725,325725,209000,1045000.0
SFO,33,1,52428800,Job-33,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,109988,116815,325725,208910,1044550.0
SFO,34,1,52428800,Job-35,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,110200,117027,325725,208698,1043490.0
SFO,35,1,52428800,Job-39,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,116949,123776,325725,201949,1009745.0
SFO,36,1,52428800,Job-41,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,123571,130398,325725,195327,976635.0
SFO,37,1,52428800,Job-37,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,123612,130439,325725,195286,976430.0
SFO,38,1,52428800,Job-38,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,123702,130529,325725,195196,975980.0
SFO,39,1,52428800,Job-40,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,123914,130741,325725,194984,974920.0
SFO,40,1,52428800,Job-44,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,134076,140903,325725,184822,924110.0
SFO,41,1,52428800,Job-46,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,140698,147525,325725,178200,891000.0
SFO,42,1,52428800,Job-42,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,140739,147566,325725,178159,890795.0
SFO,43,1,52428800,Job-43,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,140829,147656,325725,178069,890345.0
SFO,44,1,52428800,Job-45,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,141041,147868,325725,177857,889285.0
SFO,45,1,52428800,Job-49,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,151203,158030,325725,167695,838475.0
SFO,46,1,52428800,Job-51,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,157825,164652,325725,161073,805365.0
SFO,47,1,52428800,Job-47,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,157866,164693,325725,161032,805160.0
SFO,48,1,52428800,Job-50,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,158168,164995,325725,160730,803650.0
SFO,49,1,52428800,Job-53,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,168226,175053,325725,150672,753360.0
SFO,50,1,52428800,Job-54,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,168330,175157,325725,150568,752840.0
SFO,51,1,52428800,Job-56,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,171539,178366,325725,147359,736795.0
SFO,52,1,52428800,Job-52,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,174993,181820,325725,143905,719525.0
SFO,53,1,52428800,Job-55,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,175295,182122,325725,143603,718015.0
SFO,54,1,52428800,Job-58,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,181940,188767,325725,136958,684790.0
SFO,55,1,52428800,Job-59,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,182044,188871,325725,136854,684270.0
SFO,56,1,52428800,Job-61,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,185253,192080,325725,133645,668225.0
SFO,57,1,52428800,Job-57,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,188707,195534,325725,130191,650955.0
SFO,58,1,52428800,Job-60,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,189009,195836,325725,129889,649445.0
SFO,59,1,52428800,Job-63,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,199067,205894,325725,119831,599155.0
SFO,60,1,52428800,Job-64,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,199171,205998,325725,119727,598635.0
SFO,61,1,52428800,Job-66,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,202380,209207,325725,116518,582590.0
SFO,62,1,52428800,Job-62,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,205834,212661,325725,113064,565320.0
SFO,63,1,52428800,Job-65,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,206136,212963,325725,112762,563810.0
SFO,64,1,52428800,Job-68,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,216194,223021,325725,102704,513520.0
SFO,65,1,52428800,Job-69,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,216298,223125,325725,102600,513000.0
SFO,66,1,52428800,Job-71,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,219507,226334,325725,99391,496955.0
SFO,67,1,52428800,Job-67,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,222961,229788,325725,95937,479685.0
SFO,68,1,52428800,Job-70,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,223263,230090,325725,95635,478175.0
SFO,69,1,52428800,Job-76,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,233221,240048,325725,85677,428385.0
SFO,70,1,52428800,Job-73,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,233321,240148,325725,85577,427885.0
SFO,71,1,52428800,Job-74,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,233425,240252,325725,85473,427365.0
SFO,72,1,52428800,Job-72,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,240088,246915,325725,78810,394050.0
SFO,73,1,52428800,Job-75,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,240390,247217,325725,78508,392540.0
SFO,74,1,52428800,Job-77,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,246935,253762,325725,71963,359815.0
SFO,75,1,52428800,Job-80,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,247139,253966,325725,71759,358795.0
SFO,76,1,52428800,Job-78,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,253802,260629,325725,65096,325480.0
SFO,77,1,52428800,Job-84,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,257325,264152,325725,61573,307865.0
SFO,78,1,52428800,Job-82,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,264062,270889,325725,54836,274180.0
SFO,79,1,52428800,Job-85,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,264266,271093,325725,54632,273160.0
SFO,80,1,52428800,Job-86,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,264367,271194,325725,54531,272655.0
SFO,81,1,52428800,Job-83,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,270929,277756,325725,47969,239845.0
SFO,82,1,52428800,Job-89,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,274452,281279,325725,44446,222230.0
SFO,83,1,52428800,Job-87,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,281189,288016,325725,37709,188545.0
SFO,84,1,52428800,Job-90,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,281393,288220,325725,37505,187525.0
SFO,85,1,52428800,Job-91,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,281494,288321,325725,37404,187020.0
SFO,86,1,52428800,Job-88,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,288056,294883,325725,30842,154210.0
SFO,87,1,52428800,Job-94,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,291579,298406,325725,27319,136595.0
SFO,88,1,52428800,Job-96,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,295208,302035,325725,23690,118450.0
SFO,89,1,52428800,Job-92,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,298316,305143,325725,20582,102910.0
SFO,90,1,52428800,Job-95,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,298520,305347,325725,20378,101890.0
SFO,91,1,52428800,Job-93,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,305183,312010,325725,13715,68575.0
SFO,92,1,52428800,Job-100,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,305293,312120,325725,13605,68025.0
SFO,93,1,52428800,Job-97,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,308922,315749,325725,9976,49880.0
SFO,94,1,52428800,Job-98,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,312030,318857,325725,6868,34340.0
SFO,95,1,52428800,Job-99,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),52428800,318897,325724,325725,1,5.0
