CL	ID	JN	ADR	IN	CPU	OUT	DL	VM	TG	TA	TS	TC	TD	RT	DF	ST
6883	67	job-67	147	52	60	35	220	21	6701	6701	6736	6883	182	147	38	JOB_ST_COMPLETED (3004)
6988	68	job-68	147	52	60	35	220	22	6801	6801	6841	6988	187	147	33	JOB_ST_COMPLETED (3004)
7135	69	job-69	147	52	60	35	320	22	6901	6901	6988	7135	234	147	86	JOB_ST_COMPLETED (3004)
7282	70	job-70	147	52	60	35	320	22	7001	7001	7135	7282	281	147	39	JOB_ST_COMPLETED (3004)
7429	71	job-71	147	52	60	35	380	22	7101	7101	7282	7429	328	147	52	JOB_ST_COMPLETED (3004)
7478	73	job-73	147	52	60	35	380	23	7301	7301	7331	7478	177	147	203	JOB_ST_COMPLETED (3004)
7576	72	job-72	147	52	60	35	380	22	7201	7201	7429	7576	375	147	5	JOB_ST_COMPLETED (3004)
7586	74	job-74	147	52	60	35	220	24	7401	7401	7439	7586	185	147	35	JOB_ST_COMPLETED (3004)
7696	75	job-75	147	52	60	35	220	25	7501	7501	7549	7696	195	147	25	JOB_ST_COMPLETED (3004)
7826	76	job-76	130	35	60	35	320	25	7601	7601	7696	7826	225	130	95	JOB_ST_COMPLETED (3004)
7956	77	job-77	130	35	60	35	520	25	7701	7701	7826	7956	255	130	265	JOB_ST_COMPLETED (3004)
8086	78	job-78	130	35	60	35	580	25	7801	7801	7956	8086	285	130	295	JOB_ST_COMPLETED (3004)
8130	79	job-79	44	35	9	0	980	25	7901	7901	8086	8130	229	44	751	JOB_ST_FAILED (3005)
8260	80	job-80	130	35	60	35	980	25	8001	8001	8130	8260	259	130	721	JOB_ST_COMPLETED (3004)
8268	81	job-81	130	35	60	35	300	26	8101	8101	8138	8268	167	130	133	JOB_ST_COMPLETED (3004)
8407	82	job-82	147	52	60	35	600	25	8201	8201	8260	8407	206	147	394	JOB_ST_COMPLETED (3004)
8554	83	job-83	147	52	60	35	900	25	8301	8301	8407	8554	253	147	647	JOB_ST_COMPLETED (3004)
8701	84	job-84	147	52	60	35	550	25	8401	8401	8554	8701	300	147	250	JOB_ST_COMPLETED (3004)
8704	85	job-85	147	52	60	35	200	27	8501	8501	8557	8704	203	147	-3	JOB_ST_COMPLETED (3004)
8797	86	job-86	147	52	60	35	200	28	8601	8601	8650	8797	196	147	4	JOB_ST_COMPLETED (3004)
8848	87	job-87	147	52	60	35	220	25	8701	8701	8701	8848	147	147	73	JOB_ST_COMPLETED (3004)
8995	88	job-88	147	52	60	35	220	25	8801	8801	8848	8995	194	147	26	JOB_ST_COMPLETED (3004)
9142	89	job-89	147	52	60	35	320	25	8901	8901	8995	9142	241	147	79	JOB_ST_COMPLETED (3004)
9289	90	job-90	147	52	60	35	320	25	9001	9001	9142	9289	288	147	32	JOB_ST_COMPLETED (3004)
9404	92	job-92	147	52	60	35	380	29	9201	9201	9257	9404	203	147	177	JOB_ST_COMPLETED (3004)
9436	91	job-91	147	52	60	35	380	25	9101	9101	9289	9436	335	147	45	JOB_ST_COMPLETED (3004)
9458	93	job-93	54	52	2	0	380	29	9301	9301	9404	9458	157	54	223	JOB_ST_FAILED (3005)
9583	94	job-94	147	52	60	35	220	25	9401	9401	9436	9583	182	147	38	JOB_ST_COMPLETED (3004)
9707	95	job-95	147	52	60	35	220	30	9501	9501	9560	9707	206	147	14	JOB_ST_COMPLETED (3004)
9837	96	job-96	130	35	60	35	320	30	9601	9601	9707	9837	236	130	84	JOB_ST_COMPLETED (3004)
9967	97	job-97	130	35	60	35	520	30	9701	9701	9837	9967	266	130	254	JOB_ST_COMPLETED (3004)
10097	98	job-98	130	35	60	35	580	30	9801	9801	9967	10097	296	130	284	JOB_ST_COMPLETED (3004)
10227	99	job-99	130	35	60	35	980	30	9901	9901	10097	10227	326	130	654	JOB_ST_COMPLETED (3004)
10357	100	job-100	130	35	60	35	980	30	10001	10001	10227	10357	356	130	624	JOB_ST_COMPLETED (3004)
