TY,ID,CR,TR,RG,PM,ST,CT,DT,DR,NF,VL(KB),CO($)
SFO,15,1,524288,Job-16,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1818,1887,10252,8365,418.25
SFO,16,1,524288,Job-17,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1921,1990,10252,8262,413.1
SFO,17,1,524288,Job-18,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2016,2085,10252,8167,408.35
SFO,18,1,524288,Job-19,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2119,2188,10252,8064,403.2
SFO,19,1,524288,Job-20,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2214,2283,10252,7969,398.45
SFO,20,1,524288,Job-21,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2317,2386,10252,7866,393.3
SFO,21,1,524288,Job-22,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2446,2515,10252,7737,386.85
SFO,22,1,524288,Job-23,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2549,2618,10252,7634,381.7
SFO,23,1,524288,Job-24,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2678,2747,10252,7505,375.25
SFO,24,1,524288,Job-25,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2698,2767,10252,7485,374.25
SFO,25,1,524288,Job-26,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2794,2863,10252,7389,369.45
SFO,26,1,524288,Job-27,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2912,2981,10252,7271,363.55
SFO,27,1,524288,Job-28,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3023,3092,10252,7160,358.0
SFO,28,1,524288,Job-29,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3144,3213,10252,7039,351.95
SFO,29,1,524288,Job-30,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3204,3273,10252,6979,348.95
SFO,30,1,524288,Job-32,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3436,3505,10252,6747,337.35
SFO,31,1,524288,Job-33,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3495,3564,10252,6688,334.4
SFO,32,1,524288,Job-34,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3619,3688,10252,6564,328.2
SFO,33,1,524288,Job-35,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3712,3781,10252,6471,323.55
SFO,34,1,524288,Job-36,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3817,3886,10252,6366,318.3
SFO,35,1,524288,Job-37,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3910,3979,10252,6273,313.65
SFO,36,1,524288,Job-38,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4015,4084,10252,6168,308.4
SFO,37,1,524288,Job-39,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4108,4177,10252,6075,303.75
SFO,38,1,524288,Job-40,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4213,4282,10252,5970,298.5
SFO,39,1,524288,Job-41,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4306,4375,10252,5877,293.85
SFO,40,1,524288,Job-42,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4445,4514,10252,5738,286.9
SFO,41,1,524288,Job-43,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4538,4607,10252,5645,282.25
SFO,42,1,524288,Job-44,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4677,4746,10252,5506,275.3
SFO,43,1,524288,Job-45,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4721,4790,10252,5462,273.1
SFO,44,1,524288,Job-46,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4809,4878,10252,5374,268.7
SFO,45,1,524288,Job-47,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4923,4992,10252,5260,263.0
SFO,46,1,524288,Job-48,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5015,5084,10252,5168,258.4
SFO,47,1,524288,Job-49,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5109,5178,10252,5074,253.7
SFO,48,1,524288,Job-50,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5247,5316,10252,4936,246.8
SFO,49,1,524288,Job-52,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5479,5548,10252,4704,235.2
SFO,50,1,524288,Job-53,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5487,5556,10252,4696,234.8
SFO,51,1,524288,Job-54,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5624,5693,10252,4559,227.95
SFO,52,1,524288,Job-55,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5715,5784,10252,4468,223.4
SFO,53,1,524288,Job-56,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5822,5891,10252,4361,218.05
SFO,54,1,524288,Job-57,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5913,5982,10252,4270,213.5
SFO,55,1,524288,Job-58,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6020,6089,10252,4163,208.15
SFO,56,1,524288,Job-59,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6111,6180,10252,4072,203.6
SFO,57,1,524288,Job-60,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6218,6287,10252,3965,198.25
SFO,58,1,524288,Job-62,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6450,6519,10252,3733,186.65
SFO,59,1,524288,Job-64,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6623,6692,10252,3560,178.0
SFO,60,1,524288,Job-63,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6682,6751,10252,3501,175.05
SFO,61,1,524288,Job-65,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6716,6785,10252,3467,173.35
SFO,62,1,524288,Job-66,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6796,6865,10252,3387,169.35
SFO,63,1,524288,Job-67,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6905,6974,10252,3278,163.9
SFO,64,1,524288,Job-68,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7013,7082,10252,3170,158.5
SFO,65,1,524288,Job-69,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7137,7206,10252,3046,152.3
SFO,66,1,524288,Job-70,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7245,7314,10252,2938,146.9
SFO,67,1,524288,Job-71,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7369,7438,10252,2814,140.7
SFO,68,1,524288,Job-72,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7477,7546,10252,2706,135.3
SFO,69,1,524288,Job-74,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7597,7666,10252,2586,129.3
SFO,70,1,524288,Job-73,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7601,7670,10252,2582,129.1
SFO,71,1,524288,Job-75,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7714,7783,10252,2469,123.45
SFO,72,1,524288,Job-76,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7795,7864,10252,2388,119.4
SFO,73,1,524288,Job-77,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7912,7981,10252,2271,113.55
SFO,74,1,524288,Job-78,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7993,8062,10252,2190,109.5
SFO,75,1,524288,Job-79,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8110,8179,10252,2073,103.65
SFO,76,1,524288,Job-80,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8191,8260,10252,1992,99.6
SFO,77,1,524288,Job-81,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8308,8377,10252,1875,93.75
SFO,78,1,524288,Job-82,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8423,8492,10252,1760,88.0
SFO,79,1,524288,Job-83,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8540,8609,10252,1643,82.15
SFO,80,1,524288,Job-84,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8655,8724,10252,1528,76.4
SFO,81,1,524288,Job-85,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8707,8776,10252,1476,73.8
SFO,82,1,524288,Job-86,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8803,8872,10252,1380,69.0
SFO,83,1,524288,Job-87,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8924,8993,10252,1259,62.95
SFO,84,1,524288,Job-88,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9003,9072,10252,1180,59.0
SFO,85,1,524288,Job-89,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9124,9193,10252,1059,52.95
SFO,86,1,524288,Job-90,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9235,9304,10252,948,47.4
SFO,87,1,524288,Job-91,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9356,9425,10252,827,41.35
SFO,88,1,524288,Job-93,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9588,9657,10252,595,29.75
SFO,89,1,524288,Job-94,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9599,9668,10252,584,29.2
SFO,90,1,524288,Job-95,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9698,9767,10252,485,24.25
SFO,91,1,524288,Job-96,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9786,9855,10252,397,19.85
SFO,92,1,524288,Job-97,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9896,9965,10252,287,14.35
SFO,93,1,524288,Job-98,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9984,10053,10252,199,9.95
SFO,94,1,524288,Job-99,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10094,10163,10252,89,4.45
SFO,95,1,524288,Job-100,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10182,10251,10252,1,0.05
