CLOCK,JOB_RECV(CUMM),JOB_RECV(UNIT),JOB_COMP(CUMM),JOB_COMP(UNIT),VM_RUN,VM_STUP,VM_ACT,VM_STOP,VM_COST($)
7860,78,1,76,1,2,0,2,52,45.4
7920,79,1,76,0,3,1,2,52,45.5
7980,79,0,76,0,3,0,3,52,45.5
8040,80,1,76,0,4,0,4,52,45.6
8100,80,0,76,0,4,0,4,52,45.6
8160,81,1,77,1,4,0,4,53,46.4
8220,82,1,77,0,4,0,4,53,46.4
8280,82,0,78,1,4,0,4,53,46.4
8340,83,1,79,1,4,1,3,54,46.5
8400,83,0,79,0,4,0,4,54,46.5
8460,84,1,79,0,5,0,5,54,46.9
8520,85,1,79,0,6,1,5,54,48.5
8580,85,0,79,0,6,0,6,54,48.5
8640,86,1,79,0,7,1,6,54,50.1
8700,86,0,81,2,5,0,5,56,50.1
8760,87,1,82,1,5,0,5,57,51.7
8820,88,1,84,2,4,0,4,58,51.7
8880,88,0,85,1,3,0,3,59,51.7
8940,89,1,86,1,3,1,2,60,52.5
9000,89,0,87,1,2,0,2,61,52.5
9060,90,1,87,0,3,0,3,61,53.3
9120,91,1,87,0,3,0,3,61,53.3
9180,91,0,88,1,3,0,3,61,53.3
9240,92,1,89,1,2,0,2,62,53.3
9300,92,0,90,1,2,0,2,62,53.3
9360,93,1,90,0,2,0,2,62,53.3
9420,94,1,91,1,3,1,2,62,54.9
9480,94,0,91,0,3,0,3,62,54.9
9540,95,1,92,1,3,0,3,63,56.5
9600,95,0,93,1,2,0,2,64,56.5
9660,96,1,94,1,2,0,2,64,56.5
9720,97,1,95,1,2,1,1,65,56.9
9780,97,0,96,1,1,0,1,66,56.9
9840,98,1,96,0,2,0,2,66,57.3
9900,98,0,96,0,2,0,2,66,57.3
9960,99,1,96,0,3,0,3,66,57.4
10020,100,1,96,0,4,1,3,66,57.5
10080,100,0,96,0,4,0,4,66,57.5
10140,100,0,97,1,3,0,3,67,57.5
10200,100,0,97,0,3,0,3,67,57.5
10260,100,0,98,1,2,0,2,68,57.5
10320,100,0,98,0,2,0,2,68,57.5
10380,100,0,98,0,2,0,2,68,57.5
10440,100,0,98,0,2,0,2,68,57.5
10500,100,0,98,0,2,0,2,68,57.5
10560,100,0,98,0,2,0,2,68,57.5
10620,100,0,98,0,2,0,2,68,57.5
10680,100,0,98,0,2,0,2,68,57.5
10740,100,0,99,1,1,0,1,69,57.5
10800,100,0,99,0,1,0,1,69,57.5
