CLOCK,# SC,# SFO,ST_SIZE (KB),ST_COST ($),NET-IN (KB),NET-OUT (KB),NET-CLOUD (KB),NET-IN_COST ($),NET-OUT_COST ($),NET-CLOUD_COST ($),NET_COST ($)
2520,1,19,9437184,1045.4,7340032,0,12058624,0.14,0.0,0.115,0.255
2580,1,20,9437184,1099.4,7340032,0,12058624,0.14,0.0,0.115,0.255
2640,1,21,9437184,1153.4,7340032,0,12058624,0.14,0.0,0.115,0.255
2700,1,22,10485760,1208.9,7864320,0,13631488,0.15,0.0,0.13,0.28
2760,1,23,11010048,1271.55,8388608,0,14155776,0.16,0.0,0.135,0.295
2820,1,25,12058624,1336.55,8912896,0,15728640,0.17,0.0,0.15,0.32
2880,1,25,13107200,1407.35,9961472,0,16777216,0.19,0.0,0.16,0.35
2940,1,25,13107200,1482.35,9961472,0,16777216,0.19,0.0,0.16,0.35
3000,1,26,13107200,1557.35,9961472,0,16777216,0.19,0.0,0.16,0.35
3060,1,27,13631488,1635.3,10485760,0,17301504,0.2,0.0,0.165,0.365
3120,1,28,13631488,1713.3,10485760,0,17301504,0.2,0.0,0.165,0.365
3180,1,28,14155776,1791.8,11010048,0,17825792,0.21,0.0,0.17,0.38
3240,1,29,14680064,1874.85,11534336,0,18350080,0.22,0.0,0.175,0.395
3300,1,29,15204352,1960.8,12058624,0,18874368,0.23,0.0,0.18,0.41
3360,1,30,15204352,2047.8,12058624,0,18874368,0.23,0.0,0.18,0.41
3420,1,30,15728640,2135.85,12582912,0,19398656,0.24,0.0,0.185,0.425
3480,1,31,15728640,2225.85,12582912,0,19398656,0.24,0.0,0.185,0.425
3540,1,31,16252928,2318.35,13107200,0,19922944,0.25,0.0,0.19,0.44
3600,1,33,16252928,2411.35,13107200,0,19922944,0.25,0.0,0.19,0.44
3660,1,33,17301504,2508.6,14155776,0,20971520,0.27,0.0,0.2,0.47
3720,1,34,17825792,2608.35,14680064,0,22020096,0.28,0.0,0.21,0.49
3780,1,34,17825792,2710.35,14680064,0,22020096,0.28,0.0,0.21,0.49
3840,1,34,17825792,2812.35,14680064,0,22020096,0.28,0.0,0.21,0.49
3900,1,34,17825792,2914.35,14680064,0,22020096,0.28,0.0,0.21,0.49
3960,1,34,17825792,3016.35,14680064,0,22020096,0.28,0.0,0.21,0.49
4020,1,34,17825792,3118.35,14680064,0,22020096,0.28,0.0,0.21,0.49
4080,1,35,17825792,3220.35,14680064,0,22020096,0.28,0.0,0.21,0.49
4140,1,36,18350080,3322.85,14680064,0,23068672,0.28,0.0,0.22,0.5
4200,1,36,18350080,3427.85,14680064,0,23068672,0.28,0.0,0.22,0.5
4260,1,36,18874368,3534.5,14680064,0,24117248,0.28,0.0,0.23,0.51
4320,1,37,18874368,3642.5,14680064,0,24117248,0.28,0.0,0.23,0.51
4380,1,37,19398656,3751.85,14680064,0,25165824,0.28,0.0,0.24,0.52
4440,1,37,19398656,3862.85,14680064,0,25165824,0.28,0.0,0.24,0.52
4500,1,37,19398656,3973.85,14680064,0,25165824,0.28,0.0,0.24,0.52
4560,1,38,19398656,4084.85,14680064,0,25165824,0.28,0.0,0.24,0.52
4620,1,40,19398656,4195.85,14680064,0,25165824,0.28,0.0,0.24,0.52
4680,1,41,19922944,4307.75,15204352,0,25690112,0.29,0.0,0.245,0.535
4740,1,41,20971520,4424.8,15728640,0,27262976,0.3,0.0,0.26,0.56
4800,1,43,22020096,4545.85,16252928,0,28835840,0.31,0.0,0.275,0.585
4860,1,44,22544384,4672.15,17301504,0,29360128,0.33,0.0,0.28,0.61
4920,1,44,23068672,4803.8,17825792,0,29884416,0.34,0.0,0.285,0.625
4980,1,45,23068672,4935.8,17825792,0,29884416,0.34,0.0,0.285,0.625
5040,1,45,23592960,5069.75,18350080,0,30408704,0.35,0.0,0.29,0.64
5100,1,45,23592960,5204.75,18350080,0,30408704,0.35,0.0,0.29,0.64
5160,1,46,23592960,5339.75,18350080,0,30408704,0.35,0.0,0.29,0.64
5220,1,47,24117248,5477.15,18874368,0,30932992,0.36,0.0,0.295,0.655
5280,1,47,24641536,5616.0,19398656,0,31457280,0.37,0.0,0.3,0.67
5340,1,47,24641536,5757.0,19398656,0,31457280,0.37,0.0,0.3,0.67
5400,1,48,24641536,5898.0,19398656,0,31457280,0.37,0.0,0.3,0.67
5460,1,49,25165824,6041.95,19922944,0,31981568,0.38,0.0,0.305,0.685
5520,1,49,25690112,6187.35,20447232,0,32505856,0.39,0.0,0.31,0.7
5580,1,51,25690112,6334.35,20447232,0,32505856,0.39,0.0,0.31,0.7
5640,1,51,26738688,6484.5,21495808,0,33554432,0.41,0.0,0.32,0.73
5700,1,52,27262976,6637.6,22020096,0,34078720,0.42,0.0,0.325,0.745
5760,1,52,27262976,6793.6,22020096,0,34078720,0.42,0.0,0.325,0.745
5820,1,53,27262976,6949.6,22020096,0,34078720,0.42,0.0,0.325,0.745
5880,1,53,27787264,7107.9,22020096,0,35127296,0.42,0.0,0.335,0.755
5940,1,53,27787264,7266.9,22020096,0,35127296,0.42,0.0,0.335,0.755
6000,1,53,27787264,7425.9,22020096,0,35127296,0.42,0.0,0.335,0.755
6060,1,54,27787264,7584.9,22020096,0,35127296,0.42,0.0,0.335,0.755
6120,1,54,27787264,7743.9,22020096,0,35127296,0.42,0.0,0.335,0.755
6180,1,55,28311552,7904.75,22020096,0,36175872,0.42,0.0,0.345,0.765
6240,1,55,28311552,8066.75,22020096,0,36175872,0.42,0.0,0.345,0.765
6300,1,56,28835840,8231.4,22020096,0,37224448,0.42,0.0,0.355,0.775
6360,1,56,29360128,8397.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6420,1,56,29360128,8565.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6480,1,56,29360128,8733.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6540,1,57,29360128,8901.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6600,1,58,29360128,9069.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6660,1,59,29360128,9237.4,22020096,0,38273024,0.42,0.0,0.365,0.785
6720,1,60,30932992,9409.2,23068672,0,40370176,0.44,0.0,0.385,0.825
6780,1,62,30932992,9586.2,23068672,0,40370176,0.44,0.0,0.385,0.825
6840,1,63,31981568,9767.6,23592960,0,41943040,0.45,0.0,0.4,0.85
6900,1,63,33030144,9954.2,24641536,0,42991616,0.47,0.0,0.41,0.88
6960,1,63,33030144,10143.2,24641536,0,42991616,0.47,0.0,0.41,0.88
7020,1,64,33554432,10333.15,25165824,0,43515904,0.48,0.0,0.415,0.895
7080,1,65,33554432,10525.15,25165824,0,43515904,0.48,0.0,0.415,0.895
7140,1,66,33554432,10717.15,25165824,0,43515904,0.48,0.0,0.415,0.895
7200,1,66,34078720,10911.05,25690112,0,44040192,0.49,0.0,0.42,0.91
7260,1,67,34603008,11108.9,26214400,0,44564480,0.5,0.0,0.425,0.925
7320,1,67,35127296,11309.55,26738688,0,45088768,0.51,0.0,0.43,0.94
7380,1,68,35127296,11510.55,26738688,0,45088768,0.51,0.0,0.43,0.94
7440,1,68,35651584,11714.0,27262976,0,45613056,0.52,0.0,0.435,0.955
7500,1,69,36175872,11918.2,27787264,0,46137344,0.53,0.0,0.44,0.97
7560,1,70,36175872,12125.2,27787264,0,46137344,0.53,0.0,0.44,0.97
7620,1,70,36700160,12333.7,28835840,0,46661632,0.55,0.0,0.445,0.995
7680,1,71,36700160,12543.7,28835840,0,46661632,0.55,0.0,0.445,0.995
7740,1,71,37224448,12755.8,29360128,0,47185920,0.56,0.0,0.45,1.01
7800,1,72,37224448,12968.8,29360128,0,47185920,0.56,0.0,0.45,1.01
7860,1,72,37748736,13182.55,29360128,0,48234496,0.56,0.0,0.46,1.02
7920,1,72,37748736,13398.55,29360128,0,48234496,0.56,0.0,0.46,1.02
7980,1,72,37748736,13614.55,29360128,0,48234496,0.56,0.0,0.46,1.02
8040,1,72,37748736,13830.55,29360128,0,48234496,0.56,0.0,0.46,1.02
8100,1,73,37748736,14046.55,29360128,0,48234496,0.56,0.0,0.46,1.02
8160,1,74,38273024,14263.4,29360128,0,49283072,0.56,0.0,0.47,1.03
8220,1,74,38273024,14482.4,29360128,0,49283072,0.56,0.0,0.47,1.03
8280,1,74,38797312,14703.2,29360128,0,50331648,0.56,0.0,0.48,1.04
8340,1,75,39321600,14925.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8400,1,75,39321600,15150.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8460,1,75,39321600,15375.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8520,1,75,39321600,15600.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8580,1,76,39321600,15825.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8640,1,78,39321600,16050.45,29360128,0,51380224,0.56,0.0,0.49,1.05
8700,1,79,40370176,16277.25,30408704,0,52428800,0.58,0.0,0.5,1.08
8760,1,79,40894464,16510.75,30408704,0,53477376,0.58,0.0,0.51,1.09
8820,1,81,41943040,16746.6,30932992,0,55050240,0.59,0.0,0.525,1.115
8880,1,82,42467328,16987.1,31457280,0,55574528,0.6,0.0,0.53,1.13
8940,1,83,42991616,17233.05,31981568,0,56098816,0.61,0.0,0.535,1.145
9000,1,83,43515904,17481.45,32505856,0,56623104,0.62,0.0,0.54,1.16
9060,1,84,43515904,17730.45,32505856,0,56623104,0.62,0.0,0.54,1.16
9120,1,84,43515904,17979.45,32505856,0,56623104,0.62,0.0,0.54,1.16
9180,1,85,44040192,18228.5,33030144,0,57147392,0.63,0.0,0.545,1.175
9240,1,86,44564480,18482.9,33554432,0,57671680,0.64,0.0,0.55,1.19
9300,1,86,45088768,18739.3,34078720,0,58195968,0.65,0.0,0.555,1.205
9360,1,87,45088768,18997.3,34078720,0,58195968,0.65,0.0,0.555,1.205
9420,1,87,45613056,19255.9,34603008,0,58720256,0.66,0.0,0.56,1.22
9480,1,88,45613056,19516.9,34603008,0,58720256,0.66,0.0,0.56,1.22
9540,1,88,46137344,19779.85,35127296,0,59244544,0.67,0.0,0.565,1.235
9600,1,90,46661632,20044.75,35651584,0,59768832,0.68,0.0,0.57,1.25
9660,1,91,47185920,20312.9,36175872,0,60293120,0.69,0.0,0.575,1.265
9720,1,91,47710208,20585.0,36700160,0,60817408,0.7,0.0,0.58,1.28
9780,1,91,47710208,20858.0,36700160,0,61341696,0.7,0.0,0.585,1.285
9840,1,91,47710208,21131.0,36700160,0,61341696,0.7,0.0,0.585,1.285
9900,1,91,47710208,21404.0,36700160,0,61341696,0.7,0.0,0.585,1.285
9960,1,91,47710208,21677.0,36700160,0,61341696,0.7,0.0,0.585,1.285
10020,1,91,47710208,21950.0,36700160,0,61341696,0.7,0.0,0.585,1.285
10080,1,92,47710208,22223.0,36700160,0,61341696,0.7,0.0,0.585,1.285
10140,1,93,48234496,22496.85,36700160,0,62390272,0.7,0.0,0.595,1.295
10200,1,93,48234496,22772.85,36700160,0,62390272,0.7,0.0,0.595,1.295
10260,1,93,48758784,23050.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10320,1,93,48758784,23329.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10380,1,93,48758784,23608.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10440,1,93,48758784,23887.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10500,1,93,48758784,24166.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10560,1,94,48758784,24445.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10620,1,94,48758784,24724.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10680,1,95,48758784,25003.7,36700160,0,63438848,0.7,0.0,0.605,1.305
10740,1,95,49283072,25284.3,36700160,0,64487424,0.7,0.0,0.615,1.315
10800,1,95,49283072,25566.3,36700160,0,64487424,0.7,0.0,0.615,1.315
